name,country,region,state,varietal,price,description,merchant,address
Billecart Salmon Brut Reserve,France,Champagne,NA,"Pinot Meunier, Pinot Noir, Chardonnay, Sparkling, Champagne",109.99,"GRAPES - 40% Pinot Meunier, 30% Pinot Noir, 30% Chardonnay
TASTING NOTES - This has impressive ripe stone fruits on the nose with peaches, mangoes, melon and cherries. Really upbeat and attractive purity. The palate follows the same thread of fruit characters with a clever balance of flesh and crunch, a bright finish and good balance. 
PRODUCTION NOTES -
SPECIAL POINTS - JS 92 - W&S 91 - WS 91 - WW 91 - WE90",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Billecart Salmon Brut Reserve Half Bottle,France,Champagne,Champagne,"Pinot Noir, Chardonnay, Pinot Meunier",25.99,"The Brut Réserve is a light, fine and harmonious champagne. Its blend is made with Pinot Noir, Chardonnay and Pinot Meunier from three different years, sourced from the best sites in the Champagne region.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Billecart Salmon Brut Rose,France,Champagne,Champagne,"Chardonnay, Pinot Noir, Pinot Meunier",399.99,"GRAPES - 40% Chardonnay 30 % Pinot Noir 30% Pinot Meunier
TASTING NOTES - A lovely rosé in an almost vinous style, with mouthwatering acidity and a fine, lacy mousse carrying appealing flavors of ripe raspberry, white cherry fruit, star anise, mandarin orange peel and honeysuckle. Lightly chalky on the lasting finish. 
PRODUCTION NOTES - Dosage : 9g
• Vinification in stainless steel
• Malolactic fermentation
• 40% reserve wines
• Ageing on lees : 36 months
SPECIAL POINTS - JS94 WS93 D92 WE91",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Billecart Salmon Brut Rose 1.5l,France,Champagne,Champagne,"Sparkling, Champagne",174.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Billecart Salmon Brut Sous Bois,France,Champagne,Champagne,"Sparkling, Champagne",74.99,"Redolent of dry fruits, fresh citrus, and white pear coupled with finely buttered seductive aromas. There is a depth due to the vinification in oak barrels.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Billecart Salmon Cuvee Elisabeth Rose,France,Champagne,Champagne,"Sparkling, Champagne",229.99,"This great wine with its extreme finesse, roses, cherries and white peaches. Mandarine, blood orange, and apple tart.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Billecart Salmon Extra Brut,France,Champagne,Champagne,"Sparkling, Champagne",45.99,The mousse is energetic with abundant ultra fine bubbles. Complex and seductive aromas of dried fruits and brioche combined with floral notes. This is further enhanced by the subtle charm of lemon verbena.,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Billecart Salmon Extra Brut Vintage Champagne,France,Champagne,Champagne,"Sparkling, Champagne",79.99,"The generous toasted brioche and cream of the aromatics jump right out of the glass. On the palate, the wine was super refined, with a perfect bead, gentle texture and complex flavors of nuts and subtle Pinot fruit.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Binyamina Bin Cabernet Sauvignon,Israel,NA,NA,Cabernet Sauvignon,12.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Biondi Santi Rosso Di Montalcino,Italy,Rosso Di Montalcino,Tuscany,Sangiovese,114.99,"A bright ruby red color, this elegant Rosso di Montalcino opens with a veritable explosion of sweet fruity aromas, going from small berry fruits such as raspberries and red currant, to cherries, plums and pomegranate, interwoven with flowery notes of violets and wisteria in flower and delicately tickled by hints of fresh Mediterranean herbs. The structure is firm and vibrant and the flavor profile is refreshing and sincere, leading to a long, savory finish where hints of violets and red fruits linger.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Biondi Santi Tenuta Brunello Di Montalcino Greppo Annata Sangiovese,Italy,Tuscany,NA,Sangiovese,179.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bisol Crede Valdobbiadene Prosecco Superiore brut,Italy,Valdobbiadene Prosecco Superiore,Prosecco,"Sparkling, Prosecco",16.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bisol Desiderio Jeio Cuvee Rose,Italy,Prosecco,Prosecco,"Prosecco, Sparkling",11.99,"Delicate rose color with fine and persistent perlage. Elegant, complex bouquet on the nose with scents of rose, hints of fresh fruits and lychees. The sip is full, sapid, harmonious, with a well-balanced acidity.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bisol Prosecco Valdobbiadene Superiore di Cartizze dry,Italy,Prosecco Superiore Di Valdobbiadene,Prosecco,"Sparkling, Prosecco",39.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Black Box Chardonnay,United States,NA,California,Chardonnay,19.99,"A rich palate boasting tropical mango and pineapple aromas, with subtle hints of oak. Black Box Wines Chardonnay has excellent depth and structure that leads to a focused, complex finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Black Box Merlot,United States,NA,California,Merlot,19.99,"Our premier Merlot is crafted from select lots from California's legendary Sonoma County. Velvety and lush in the mouth it exhibits aromas of leathery plums and cinnamon-spiced oak. The smooth, aged textured palate is complemented by sweet red currant flavors. The finish is long and warm with resolved tannins.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Black Box Pinot Noir,United States,NA,California,Pinot Noir,19.99,"Black Box Wines Pinot Noir features enticing aromas of strawberry and red cherry with complementary notes of toasty oak. Fresh berry and cocoa flavors lead to a delicate, lingering finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Black Box Sauvignon Blanc,United States,Paso Robles,California,Sauvignon Blanc,19.99,"Stone fruit, fresh peach and floral notes unfold into refreshing citrus flavors and a crisp acidity. Black Box Wines Sauvignon Blanc has herbaceous undertones with a clean, dry finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Black Box Shiraz,United States,NA,California,Shiraz,19.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Blackstone Chardonnay,United States,NA,California,Chardonnay,6.99,Our Chardonnay shows luscious peach and lemon flavors with floral notes and toasted vanilla aromas.,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Blackstone Merlot,United States,Sonoma County,California,Merlot,6.99,"Our Merlot shows rich blackberry, plum, and raspberry flavors with hints of vanilla and toasted French bread. - Winery Notes",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Blancat Estate Vineyard Selection Malbec,Argentina,Mendoza,NA,Malbec,14.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Blandy's Malmsey 15 Years Old,Portugal,Madeira,NA,Malmsey,34.99,None,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Blandy's Malmsey Madeira 10 Years Old,Portugal,Madeira,NA,Malmsey,24.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodega Poesia Clos Des Andes Malbec,Argentina,Mendoza,NA,Malbec,14.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
"Bodegas Borsao ""Vina Borgia"" Grenache D.O. Campo de Borja Spain",Spain,Campo De Borja,NA,Grenache,17.99,"Gritty plum and currant aromas are basic but fresh. Ditto the palate, which shows acidic scratch but not too much. Prickly lightly oaked cherry and plum flavors end with scratchy freshness, lean tannins and lasting berry notes.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas Breca Garnacha De Fuego,Spain,Catalunya,NA,Garnacha,7.99,"100% Garnacha de Aragón, the oldest clone of Garnacha (Grenache) in the world. Garnacha (Grenache) was first cultivated in this northeastern corner of Spain and transferred across the Mediterranean by the Kingdom of Aragón.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas LAN Rioja Crianza,Spain,Rioja,NA,"Tempranillo, Mazuelo",11.99,"This innovative Rioja is aged in barrels crafted from a mix of American oak (bringing elegant vanilla notes) and French oak (imbuing the wine with spicy aromatics). Intense flavors of ripe fruit characterize this luscious red, which is highly versatile as a food pairing, partnering brilliantly with cold starters as well as hearty meat dishes.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas Lan Rioja Limited Edition DOC Wine,Spain,Rioja,NA,Tempranillo,39.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas Montecillo Rioja Crianza,Spain,Rioja,NA,Tempranillo,12.99,"Bright garnet red, with a noticeable purple rim. Nose with a very clear presence of ripe red fruit and stone fruits, such as cherry. After a light aeration, traces of fruit jam appear, followed by sweet notes of coconut and patisserie. Silky on the palate, with sublime tannins from start to finish, and a richness of texture from the high glycerol content. Long and persistent, with clean and enjoyable fruit notes appearing again, followed by palate enveloping tannins.

85% Tempranillo, 10% Garnacha, 5% Graciano",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas Muga Prado Enea Rioja Gran Reserva,Spain,Rioja,NA,"Tempranillo, Garnacha",67.99,"TASTING
The wine shows an attractive and deep cherry color. The nose is fresh and complex, expressing aromas of berries, blackberries and plums, while notes of cocoa, vanilla and a subtle toasted aroma also emerge, denoting an aging in oak of the best quality.
It is fresh on the palate and has a very well integrated acidity.
Pleasant and fascinating texture on the palate and with a long and persistent finish. Clean and fresh with great aging potential.

PAIRING
This wine pairs well with casseroles, meat dishes, fish and cheese, and can even be enjoyed on its own, without any accompaniment.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas Muga Reserva Selección Especial,Spain,Rioja,NA,"Tempranillo, Garnacha, Mazuelo, Graciano",39.99,"TASTING
We have a cherry red wine, with a high layer and very good density.

On the nose you can find memories of ripe red fruits, spices (pepper) and undergrowth; In turn, the whole range of coffee aromas stand out: caramel coffee with milk, roasted coffee and well-integrated wood.

On the palate it is silky, with a present tannin, denoting youth and good aging potential. With a tannic structure that makes it elegant and balanced.

PAIRING
This wine pairs well with grilled red meat, lamb and rockfish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas Muga Rosado Rioja,Spain,Rioja,NA,Rose,14.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas Ponce La Estrecha Manchuela,Spain,Manchuela,NA,Bobal,27.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas Volver Volver,Spain,Castilla La Mancha,NA,Tempranillo,12.99,"Intense purple color. Aromas of tobacco, licorice and blackcurrants. Full-bodied with hints of toast and mature fruit. Long balanced finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas Y Vinedos Valderiz Ribera Del Duero,Spain,Ribera Del Duero,NA,Tempranillo,27.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas Zudugarai Antxiola Getaria Txakolina Rosado,Spain,Getaria,NA,Rose,14.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas y Vinedos Ilurce Rio Mazos Graciano Rioja,Spain,Rioja,NA,Graciano,29.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Boekenhoutskloof Semillon,South Africa,Franschhoek,Western Cape,Semillon,32.99,"The nose is delicate and elegant with its grapefruit, greengage, chamomile, and apple blossom aromas and whiffs of exotic spice. The floral character of the nose follows through onto a richly textured mid-palate, showing yellow peach, poached pear and nectarine against a backdrop of fresh mandarin and green fig.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Boekenhoutskloof Syrah Porseleinberg,South Africa,Swartland,Western Cape,Syrah,74.99,"Boekenhoutskloof was established in 1776. Located in the furthest corner of the beautiful Franschhoek Valley, the farm’s name means “ravine of the Boekenhout” (pronounced Bookn-Howed). The Boekenhoutskloof Syrah is sourced from Swartland.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Boekenhoutskloof Wolftrap White,South Africa,Franschhoek,Western Cape,Grenache Blanc,8.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bogle Old Vine Zinfandel,United States,NA,California,Zinfandel,9.99,"For years, Bogle winemakers have sought out vines ranging in age from 60 to 80 years old for our Old Vine Zinfandel. These gnarly head-trained and dry farmed pioneers produce low yields of small, concentrated clusters of fruit, producing incredibly intense and flavorful wines.

Tasting Notes
Barrel aged in American Oak for 12 months
Raspberries and Peppercorns
Juniper and Dried Herbs
Vanilla",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bogle Petite Sirah,United States,NA,California,Petite Sirah,9.99,"Petite Sirah is known for its concentration and intensity, the 2015 vintage is no exception. As the very first red grape that founder Warren Bogle planted in 1968, Petite Sirah is truly our family’s “heritage” varietal.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bogle Pinot Noir,United States,NA,California,Pinot Noir,9.99,"Bogle winemakers have sourced fruit from the best growing regions in California for the varietal. The terroirs of the cool Russian River Valley, coastal Monterey hills and the unique Clarksburg Delta all grow fruit of character and distinction. Combined, the resulting wine is and elegant, classic Pinot Noir.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bogle Sauvignon Blanc,United States,NA,California,Sauvignon Blanc,8.99,"Lively and refreshing, Bogle’s Sauvignon Blanc is made using reductive winemaking techniques and cold fermentation in stainless steel tanks to capture the true and unadulterated essence of the varietal.

Tasting Notes
Citrus and Lemon Grass
Tropical Fruit
Lychee",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bolla Bardolino,Italy,Bardolino,Veneto,Bardolino,13.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bolla Chianti,Italy,Chianti,Tuscany,"Sangiovese, Caniolo Nero",13.99,"This medium-bodied red is well-balanced with an intense violet aroma and a fresh, slightly spicy taste of black cherry, plum, and raspberry.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bolla Merlot,Italy,Italia,Italy,Merlot,13.99,"A full bouquet of cranberries, cherries, plums, and raspberries, this wine has an appealing, bright black cherry character enhanced by hints of licorice, vanilla, and clove derived from the wood aging. It is medium-bodied, round on the palate, and has a pleasant finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
