name,country,region,state,varietal,price,description,merchant,address
Bandit Pinot Grigio,United States,NA,California,Pinot Grigio,7.99,"Bandit Most Wanted California Pinot Grigio.

Great value in a TetraPak",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Banshee Pinot Noir,United States,Sonoma County,California,Pinot Noir,19.99,This winery was founded by three friends from the Midwest and East Coast who shared a passion for wine. Their paths converged in San Francisco and in 2009 they pooled their money to make the first vintage of Banshee Wines Pinot Noir which sold out in three months.,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barbet Beau! Beaujolais,France,Beaujolais,Beaujolais,Gamay,9.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barefoot Chardonnay ,United States,NA,California,Chardonnay,11.99,"Barefoot Chardonnay White Wine features tempting notes of fresh green apple and sweet peach with hints of honey and vanilla in a large 1.5 L bottle. With a smooth and crisp finish, this medium bodied California wine comes in a larger 1.5 L wine bottle that contains two 750 mL bottles of wine, making it perfect for entertaining at an outdoor party or enjoying with a group of friends. This Chardonnay wine comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barefoot Moscato,United States,NA,California,Moscato,11.99,"Barefoot Moscato Sweet White Wine delivers a refreshing blend of juicy peaches and sweet apricots. Barefoot Moscato features lush, fruity aromas and a crisp, bright finish with a tantalizing twist of lemon and citrus. Perfect for pairing with spicy Asian cuisine, artisanal cheeses or light desserts, this Barefoot Moscato is best served chilled. The larger 1.5 L wine bottle contains two 750 mL bottles, making it perfect for entertaining or enjoying with a group of friends. This sweet white Moscato comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot.
",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barefoot On Tap Cabernet Sauvignon,United States,NA,California,Cabernet Sauvignon,18.99,"Barefoot Wine On Tap Cabernet Sauvignon Red Wine is smooth and balanced with light tannins. This red box wine has big berry notes and aromas of raspberry and blackberry with a long velvety vanilla finish. Barefoot Wine On Tap features a convenient 3 L box that keeps your wine fresh 30 days after opening. With four bottles in every box, Barefoot On Tap is ready for everything from quiet nights on the couch to big family dinners. This Barefoot wine pairs perfectly with beef, cheeseburgers or red sauce pasta dishes and is best served at room temperature. With a convenient pour spout, this boxed wine makes it easy to push open the seal, pull out the nozzle, pour and enjoy. Barefoot Cabernet Sauvignon is one of our original and most traditional red wine types.
",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barefoot On Tap Chardonnay,United States,NA,California,Chardonnay,18.99,"Barefoot Chardonnay White Wine features tempting notes of fresh green apple and sweet peach with hints of honey and vanilla in a convenient 3 L box. With a smooth and crisp finish, this medium bodied California wine comes in a 3 L box that holds four 750 mL bottles of wine, making it great for entertaining and parties. Simply push open the seal, pull out the nozzle, pour and enjoy. This box wine stays fresh for up to 30 days after opening. This Chardonnay wine comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot.
",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barefoot On Tap Pinot Grigio,United States,NA,California,"Pinot Gris, Pinot Grigio",18.99,"Barefoot Pinot Grigio White Wine features tart notes of green apples and the juiciness of fresh white peaches along with the floral aroma of jasmine. Crisp and refreshing, this light bodied Pinot Grigio wine pairs perfectly with traditional dishes such as pasta, poultry and pizza. This 3 L wine box holds four 750 mL bottles of wine, making it perfect for sharing at outdoor parties on warm summer days. This Pinot Grigio boxed wine is best served chilled and will stay fresh 30 days after opening. Simply push open the seal, pull out the nozzle, pour and enjoy. This Pinot Grigio box wine comes from Barefoot, the most awarded wine brand in US competitions. Let's get barefoot.
",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barefoot Pink Moscato,United States,NA,California,"Moscato, Pink Moscato",11.99,"Barefoot Pink Moscato Sweet Pink Wine delivers fruity notes of juicy cherry, tart raspberry and sweet pomegranate in a larger 1.5 L wine bottle. This Barefoot Pink Moscato offers all the flavors of a traditional Moscato with layers of vibrant red fruit. With aromas of mandarin orange and sweet jasmine, this Barefoot Pink Moscato pairs perfectly with spicy appetizers or fresh strawberries. Barefoot Pink Moscato is best served chilled at poolside parties or beach barbecues. The larger wine bottle contains two 750 mL bottles of sweet wine, so it's perfect for entertaining and parties. This California Pink Moscato comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot.
",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barefoot Pinot Grigio,United States,NA,California,Pinot Grigio,11.99,"Barefoot Pinot Grigio White Wine features tart notes of green apples and the juiciness of fresh white peaches along with the floral aroma of jasmine. This larger 1.5 L bottle of Barefoot wine is ideal for sharing at outdoor parties on warm summer days. Crisp and refreshing, this light bodied Pinot Grigio wine is best served chilled and pairs perfectly with traditional dishes like pasta, poultry and pizza. This Pinot Grigio comes from Barefoot, the most awarded wine brand in US competitions. Let's get barefoot.
",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barefoot Riesling,United States,NA,California,Riesling,11.99,"Barefoot Riesling White Wine features slightly sweet notes of juicy apples and tangy lemons along with the aroma of orange blossoms in a large 1.5 L bottle. This refreshing light bodied Riesling wine pairs perfectly with mild cheeses, fresh fruits and spicy dishes. Ideal for sharing at outdoor parties on warm summer days, this refreshing sweet wine is best served chilled. This larger 1.5 L wine bottle contains two 750 mL bottles of wine, making it perfect for entertaining or enjoying with a group of friends. This sweet Riesling comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot.
",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barefoot Sauvignon Blanc,United States,NA,California,Sauvignon Blanc,11.99,"Barefoot Sauvignon Blanc Dry White Wine features crisp notes of refreshing honeydew melon, sweet nectarine and juicy peaches in a larger 1.5 L bottle that's perfect for entertaining. Finished with a delicious hint of zesty lime and pear, this aromatic California white wine pairs perfectly with a fresh vegetable tray or assortment of mild cheeses. This crisp and refreshing Barefoot wine is best served chilled, and the larger bottle contains two 750 mL bottles of wine, making it ideal for entertaining and parties. This Sauvignon Blanc wine comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot.
",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barkan Cabernet Sauvignon Reserve 20 Month Barrel Aged,Israel,NA,NA,Cabernet Sauvignon,17.99,"The wine is produced under strict controlled conditions from top-quality grapes of the winery, from vineyards in the Upper Galilee and the southern Golan Heights. For the final blend, the wines were chosen from new oak casks and one-year old casks. The Barkan team of winemakers, responsible for the production of the wine, is proud of its deep shade, the precise black fruit maturation stage, which is rich with spices, embodying harsh yet softly harmonized tannins.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barkan Classic Cabernet Sauvignon,Israel,NA,NA,Cabernet Sauvignon,9.99,"Layers of oak, dark berry, and spice are supported by soft tannins and focused acidity.

Good with medium flavored grilled or sauced chicken.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barkan Classic Chardonnay,Israel,NA,NA,Chardonnay,9.99,"Bright, crisp acidity wonderful pear and citrus fruit flavors full bodied, with long finish.

Good with light flavored fish or chicken dishes.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barkan Classic Merlot,Israel,NA,NA,Merlot,9.99,A fruit forward kosher wine from the Judean plains. This wine has a velvety jammy quality that lingers on the palate..,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barkan Classic Pinot Noir,Israel,NA,NA,Pinot Noir,9.99,"Producing a fine Pinot Noir requires an exact balance of warm days and cool nights. Barkan found this balance in their vineyard at Mitzpah Ramon in the high desert. The wine is marked by soft, yet palpable tannin, with a fresh almost strawberry aroma with hints of black cherries and mint. Barkan Pinot Noir's medium body and crisp finish goes well with grilled salmon or veal, and is best served at a cool room temperature.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barnett Vineyards PNV Future,United States,Napa Valley,California,Cabernet Sauvignon,499.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barnett Vineyards PNV Lot 91,United States,Napa Valley,California,Cabernet Sauvignon,459.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Baron De Ley Rioja Reserva 1.5l,Spain,Rioja,NA,Tempranillo,39.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Baron Herzog Cabernet Sauvignon,United States,NA,California,Cabernet Sauvignon,11.99,"Since 1985, Baron Herzog has set a standard for quality California winemaking. Within this bottle rests a heritage of excellence spanning nine generations, and craftsmanship fit for royalty. Elegant and full bodied with rich notes of black stone fruit, boysenberry, nutmeg and a kiss of oak bring distinction to Baron Herzog Cabernet Sauvignon. Enjoy this wine at room temperature with grilled steak, lamb chops or pasta with red sauce.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Baron Herzog Chardonnay,United States,NA,California,Chardonnay,11.99,"Baron Herzog Chardonnay is a blend of Central Coast and Russian River Chardonnay grapes. This blend has produced a very lush and complex wine. Baron Herzog Chardonnay displays notes of tropical fruit, citrus, and apple, with a hint of vanilla on the finish. It pairs perfectly with fish, chicken, or veal dishes and should be served slightly chilled.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Baron Herzog Chenin Blanc,United States,NA,California,Chenin Blanc,6.99,Off dry domestic kosher wine has elegant notes of rich nectarines and honey.,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Baron Herzog Jeunesse Cabernet Sauvignon,United States,NA,California,Cabernet Sauvignon,11.99,"A sweet, red wine that also happens to be kosher for Passover.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Baron Herzog Merlot,United States,NA,California,Merlot,11.99,"Within this bottle rests a heritage of excellence spanning nine generations, and craftsmanship fit for royalty. Bold and richly textured, this red showcases aromas of red cherry and strawberry jam. A touch of oak brings out hints of mocha and spice in the finish, making Baron Herzog Merlot a perfect companion to grilled lamb chops or roasted poultry.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Baron Herzog Pinot Grigio,United States,NA,California,"Pinot Grigo, Pinot Gris",9.99,"Since 1985, Baron Herzog has set a standard for quality California winemaking. Within this bottle rests a heritage of excellence spanning nine generations, and craftsmanship fit for royalty. A beautiful balance of acidity and incredible aromas. Baron Herzog Pinot Grigio joins notes of citrus blossom and refreshing flavors of ripe pear, apple and tropical fruit with a clean and elegant finish. Enjoy this wine chilled with grilled halibut or light pasta dishes.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Baron Herzog Sauvignon Blanc,United States,NA,California,Sauvignon Blanc,9.99,"Since 1985, Baron Herzog has set a standard for quality California winemaking. Within this bottle rests a heritage of excellence spanning nine generations, and craftsmanship fit for royalty. Intense aromas of green apple and white peach with light hints of melon and herbal notes. Baron Herzog Sauvignon Blanc is medium bodied with a perfect balance of fruit and acidity on the palate. Enjoy this wine lightly chilled with grilled fish, poultry or soft cheeses.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barossa Valley Estate GSM,Australia,Barossa Valley,South Australia,"Grenache, Shiraz, Mourvedre",12.99,"Barossa Valley Estate wines are a contemporary expression of the wines that made the Barossa Valley great. They capture the distinctive elegance, finesse and vibrant fruit flavors of one of the world's most celebrated wine regions. Small in size, the Barossa Valley is regarded as one of the most significant red wine regions on earth. Barossa Valley Estate GSM is a beautiful combination of three majestic grape varieties: Grenache, Shiraz and Mourvèdre. Barossa Valley Estate GSM features fragrant violet with a burst of red berryfruits lingering softly on a velvety texture.

Perfect with contemporary cuisine, or as an aperitif. Pair with steak, charcuterie, duck, turkey, mushroom,  truffle, semi-hard cheeses, and goat cheese. Barossa Valley Estate wines are made to enjoy upon release, yet they will reward further cellaring.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bartenura Moscato 4pk Cans,United States,NA,California,"Moscato, Sparkling",13.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bartenura Prosecco,Italy,Prosecco,Prosecco,"Prosecco, Sparkling",14.99,"A high-quality dry sparkling wine at a price that won't give you a hangover! It exhibits a clean, fresh aroma of lemon-lime and mineral flavors with an invigorating acidity. Fantastic with salads, hors d'oeuvres and sushi roll.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barton And Guestier Bistro Pinot Noir,France,Vin De France,Vin De France,Pinot Noir,13.99,"Intense aromas of bright cherry and vanilla on the nose; a good structure on palate, a well balanced wine with a lingering finish. Match with spicy Mediterranean tomato based dishes or pasta.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bastianich Friulano Adriatico,Italy,Colli Orientali,Friuli Venezia Giulia,Friulano,14.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bbb From Piedmont,Italy,Piedmont,NA,NA,85.0,"This wine package includes the following wines:
Natale Verga Barbera d'Alba (4186)
Agricola Bovio Barolo (38185)
Paitin Serra Barbaresco (50124)",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beaulieu Vineyard Red Wine Tapestry Reserve,United States,Napa Valley,California,"Cabernet Sauvignon, Merlot, Cabernet Franc, Malbec, Syrah",47.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beaulieu Vineyards Georges De Latour Private Reserve,United States,Napa Valley,California,Cabernet Sauvignon,109.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beaux Freres Pinot Noir Upper Terrace,United States,Willamette Valley,Oregon,Pinot Noir,95.99,"As always, a highly enticing juxtaposition of broad texture and juicy acidity are at play in this critic favorite. The wine is exotic, vivid and imposing in its density while still softer and more pliant than it appears. It grows on the palate, gushing with tangerine before a swift waft of talcum minerality rolls in. It’s a wine that needs no introduction among our stalwart, devoted base of Pinot Noir fanatics.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beaux Freres Vineyard Estate Pinot Noir,United States,Willamette,Oregon,Pinot Noir,84.99,"Fresh and complex, pure and polished with high-note acidity elongating a mouthwatering finish: Here in its 27th iteration, The Beaux Freres Vineyard is wearing its heart on its sleeve. Awe-striking in its characteristic juicy cane berry and plum preserves, this classic rendition also shows dried violets and a crispness hearkening to loamy terrain. The quintessential poise, sophistication, and structure of this terroir-driven wine once again show promise for successful cellaring for 10+ years.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bedrock Shebang Red Cuvee,United States,NA,California,"Zinfandel, Carignane, Petite Sirah, Mourvedre, Alicante Bouchet, Grenache, Syrah, Barbera",11.99,"The informing impulse behind Shebang is to create a wine that is long on deliciousness and low on pretense. We do this by vinifying the wines with the same care and love as the higher end Bedrock wines- picking at respectable sugar levels (not too high!), using only native yeast fermentations, and a trace of good French oak to round things out. The cuvee XIII is predominately Zinfandel blended with Carignane, Petite Sirah, Mourvedre, Alicante Bouchet, Grenache, Syrah, Barbera and a touch of whites for aromatics, much of which comes from old vines.

aged in a combination of stainless steel (85%) and French oak (15%)",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bedrock Wine Co. Old Vine Zinfandel,United States,Sonoma County,California,Zinfandel,26.99,"Bedrock Wine Co. was founded in 2007 by Morgan Twain-Peterson in a 550 square-foot, former chicken coop with 8 foot ceilings and no fermentation space. After six years of Bedrock being a one-man-show, Morgan was able to talk his best friend, Chris Cottrell, into moving to California from New York to join him. They now happily have a little more space to move around in but share the same objectives that guided the winery at the start.

2018 was a brilliant year for Zinfandel across California, and this wine reflects it. Plump and zesty, with lively red and black fruits, smoked pepper and plenty of savory/umami flavors. Lush and full-bodied, this is a great introduction to the Bedrock wines.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bedrock Zinfandel Monte Rosso,United States,Sonoma County,California,Zinfandel,77.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bella Cucina Kale And Parmesan Pesto,NA,NA,NA,NA,5.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bella Sera Pinot Grigio,Italy,NA,Veneto,"Pinot Grigio, Pinot Gris",12.99,"Bella Sera Pinot Grigio White Wine is one of America’s most loved Pinot Grigios. Crisp, dry and refreshing, this Italian Pinot Grigio blends notes of fresh citrus and pear with inviting ripe apple to create a perfectly well-balanced wine. Enjoy this dry white wine with light pasta, fresh vegetables and chicken. Offering the equivalent of two standard 750 mL bottles, this 1.5 L bottle is ideal for entertaining or enjoying with a group of friends. This Italian wine comes from the Veneto wine region in northeast Italy. Savor the moments that make life beautiful with Bella Sera's award-winning wines.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Belle Glos Pinot Noir Clark & Telephone Vineyard,United States,Santa Maria Valley,California,Pinot Noir,49.99,"Belle Glos showcases distinctive Pinot Noirs produced from California’s most noteworthy coastal wine-growing regions.
While each vineyard location lies near the Pacific Ocean, the climate differences are significant, varying with the amount of fog, wind, sunlight, and soil type at each site. Each Vineyard Designate is crafted to distill the purest essence of the locale into elegant expressions of California Pinot Noir.
Owner/winemaker, Joe Wagner chose the name Belle Glos (pronounced “BELL GLOSS”) to honor his grandmother, Lorna Belle Glos Wagner. Lorna was a co-founder of Caymus Vineyards, an inspirational figure to Joseph and an avid lover of Pinot Noir.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Belle Glos Pinot Noir Las Alturas Vineyard,United States,Santa Lucia Highlands,California,Pinot Noir,49.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Benovia La Mere Russian River Pinot Noir Lot 10,United States,Sonoma County,California,Pinot Noir,176.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Benziger Cabernet Sauvignon,United States,Sonoma County,California,Cabernet Sauvignon,16.99,"This Sonoma County Cabernet Sauvignon has aromas of dark fruit and rich earth. In the mouth the wine is smooth and balanced with a full body and lasting finish. Enjoy this Cabernet with grilled meats, hearty stew or eggplant ragout.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Benziger Sauvignon Blanc,United States,North Coast,California,Sauvignon Blanc,10.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Benzinger Chardonnay Sonoma County,United States,Sonoma County,California,Chardonnay,13.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bergstrom Pinot Noir Cumberland Reserve,United States,Willamette Valley,Oregon,Pinot Noir,39.99,"Bergstrom Cumberland Reserve Pinot Noir blends the finest barrels from the five estate farmed Biodynamic properties which highlight the fresh fruit character, the sweet spices and the warm earthiness that Willamette Valley Pinot Noirs are famous for.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bergstrom Pinot Noir Gregory Ranch,United States,Willamette Valley,Oregon,Pinot Noir,64.99,"The 2016 Bergström Wines Gregory Ranch Pinot Noir is beautifully colored with a bright dark cherry red. This wine opens with a noble reduction note of flint and then rare woods, incense, sweet baking spices, dark chocolate, oak spices and sweet dark red fruits and tart plum. This wine is softer in structure than the 2015 vintage with a sweet core of fruit and some barrel toast but has a juicy core of balancing acidity that makes this wine quite succulent right now and promises great things for the future.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bergstrom Pinot Noir Shea Vineyard,United States,Willamette Valley,Oregon,Pinot Noir,64.99,"The 2017 Bergstrom Shea Vineyard Pinot Noir is gorgeous light cranberry color. It has effusive aromas of gingerbread, Chinese five spice, curry, and garam masala with cedar and sandalwood-like incense. Its distinct herbal and floral bouquet helps make this wine one of the more aromatically complex wines of the 2017 lineup, even at its early phase. This Pinot Noir is also intensely perfumed in the mouth and has great energy, fruit sweetness, and juicy acidity with fine, elegant ripe tannins that coat the palate. Structured but succulent and fruit forward, this is a very good vintage.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beringer Cabernet Sauvignon Fdr Est 750 Cabernet Sauvignon,United States,NA,California,Cabernet Sauvignon,8.99,"Deep color with bright cassis, green tea, black olive and sweet vanilla spice aromas that lead into a fleshy mouth. Black fruit, cassis, and spice flavors are supported into a long finish by fine-grained, assertive tannins.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beringer Chardonnay,United States,Napa Valley,California,Chardonnay,15.99,"<font size=""16px"" color=""#800000""><b>JS 91</b></font>
A bold, rich and textured style with a wealth of ripe peaches, lemons, grilled bananas and a strong fruit focus. The palate has smooth, layered flavors of melon and ripe peaches. Good weight and depth. Drink now.- James Suckling",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beringer Founders Estate Chardonnay,United States,NA,California,Chardonnay,8.99,"The perfect combination of pear, apple, and ripe tropical fruit flavors, with a hint of citrus and a classically round mouth feel. This wine perfectly compliments grilled chicken or fish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beringer Founders Estate Merlot,United States,NA,California,Merlot,16.99,"Beringer Founders' Estate Merlot was chosen from vineyards in Central California along with select vineyards on the North Coast. The California coast offers vineyards full of grapes that are cooled by maritime influences, while mountain vineyards in the interior produce grapes of great intensity and flavor. The grapes picked reflect the diverse microclimates of each area producing a wonderful depth of flavor, elegance and intensity",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beringer Main & Vine Chardonnay,United States,NA,California,Chardonnay,10.99,"THE BASICS
A wonderfully approachable and refreshing wine.

THE TASTE
Full of lush fruit flavors and aromas, The bright citrus perfectly offsets the honeyed apricot, culminating in a smooth, delicious wine with a lasting finish.

THE SUMMARY
A wine that immediately conjures up the bounty and sunshine of California.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beringer Main & Vine Merlot,United States,NA,California,Merlot,10.99,"THE BASICS
Ripe plum and currant flavors are immediately evident in its aromas and flavors.

THE TASTE
A sweet, toasty note of oak rounds out the blend and gives the wine a nice body and mouth feel.

THE SUMMARY
Approachable and delicious from the first sip, this wine is an everyday indulgence.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beringer Main & Vine Pinot Grigio,United States,NA,California,"Pinot Grigio, Pinot Gris",10.99,"THE BASICS
Perfect for the hot days and warm nights of summer.

THE TASTE
Has a refreshing bite of juicy white peach and citrus, finishing with a flinty minerality.

THE SUMMARY
Makes for a great pre-dinner sipper or as an accompaniment to fresh salads and grilled chicken.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beringer Private Reserve Chardonnay,United States,Napa Valley,California,Chardonnay,32.99,"<font size=""16px"" color=""#800000""><b>WA 90-92</b></font>
A tank sample, the 2016 Chardonnay Private Reserve opens with peaches and cream notes and suggestions of cedar box, pink grapefruit and green mango with a touch of nutmeg. Medium to full-bodied with an appealingly oily texture, it delivers mouth-filling tropical fruit and oak flavors, finishing with great persistence.- Lisa Perrotti-Brown
<font size=""16px"" color=""#800000""><b>VM 91</b></font>
The 2016 Chardonnay Private Reserve, from Gamble Ranch in Oakville, shows the more overt, voluptuous side of Chardonnay. Apricot, tangerine, lemon confit, almonds, new oak and butter fill out the wine's ample, generous frame. Beringer's flagship Chardonnay is done in a plush, voluptuous style that offers tons of near and medium term appeal.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Beringer White Merlot,United States,NA,California,White Merlot,9.99,"A vibrant blend of fresh berry and zesty orange peel flavors, with a hint of nutmeg spice.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bernabeleva Camino De Navaherreros Vinos De Madrid,Spain,Madrid,NA,"Grenache, Garnacha",13.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bernard Baudry Chinon Blanc,France,Chinon,Loire Valley,Chenin Blanc,28.99,"There ain’t a lot of Chinon Blanc around but my goodness this is a good one. 100% Chenin Blanc aged in neutral barrels, this wine is elegant with aromas of pear, white peach, almond and lime-flower. The palate is supple, with lovely ripe fruit, but also shows firm acidity and chalky minerals.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bernard Baudry Chinon Les Granges,France,Chinon,Loire Valley,Cabernet Franc,18.99,"The first thing you’ll notice about this wine is the marvelous, deep color which is nearly black in the glass with a bright purple rim. On the nose this wine is positively vibrant with notes of black fruits and violets. On the palate the wine exudes freshness and vivacity, with a wonderful tension between the crushed red and black berry notes, the herbaceousness, and a minerality that suggests bitter chocolate. Beautifully balanced and bright, this is a wonderfully versatile wine.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bernstein Chambertin Clos De Beze,France,Chambertin Clos De Beze Grand Cru,Burgundy,Pinot Noir,774.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bernstein Charmes Chambertin Grand Cru,France,Chambertin Grand Cru,Burgundy,Pinot Noir,388.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bernstein Clos De La Roche Grand Cru,France,Burgundy,NA,Pinot Noir,459.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bernstein Gevrey Chambertin 1er Cru Les Champeau,France,Gevrey Chambertin,Burgundy,Pinot Noir,204.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bertani Amarone Della Valpolicella Classico,Italy,Amarone Della Valpolicella,Veneto,Corvina,99.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bertrand Cremant De Limoux Brut Rose Cuvee Jefferson,France,Cremant De Limoux,Southern France,"Chardonnay, Chenin Blanc, Pinot Noir, Mauzac, Sparkling",18.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bertrand Naturae Merlot,France,Pays D'oc,Languedoc Roussillon,Merlot,17.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bethel Heights Pinot Noir,United States,Willamette Valley,Oregon,Pinot Noir,18.99,"Aromas of black cherry and black pepper over subtle hints of cassis, sandalwood and cola. The palate is broad and brooding; the heat of 2015 brought on thicker skins and the resulting added structure is apparent in this young wine, but vibrant acidity helps keep the young wine in balance. This should age gracefully for a decade or more.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bevan Cellars Tench Ee,United States,Napa Valley,California,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot",254.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bevan Dry Stack Sauvignon Blanc,United States,Sonoma County,California,Sauvignon Blanc,44.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Biancospino Laspinetta Moscato D'asti,Italy,Piedmont,NA,"Moscato, Sparkling",15.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Big Table Farm Chardonnay,United States,Willamette Valley,Oregon,Chardonnay,39.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Big Table Farm Pinot Noir,United States,Willamette Valley,Oregon,Pinot Noir,44.99,This wine has generous fruit on the nose showing classic black cherry cranberry and a touch of cedar. There is a umami like minerality in the mid palette that is like a frame on which the bright jolly rancher like berry character hangs. The finish is opulent with both fruit and cola with soft tannins that linger on the palette just long enough to make you want another sip.,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
