name,country,region,state,varietal,price,description,merchant,address
Taylor Fladgate Porto First Estate Reserve,Portugal,Douro - Porto,Duriense,Port Blend,19.99,"Taylor's is now into its fourth century: one of the very oldest of the Port companies. It is the last totally independent company of the original British Port houses-and is still family owned and managed. It is run today from Oporto by descendants of the Yeatman and Fladgate families, both of which have been partners in the firm since the 1830s. For more than 300 years Taylor's name has been ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Leonard Kreusch Zeller Schwarze Katz,Germany,Lower Mosel,Mosel-Saar-Ruwer,Zell,10.99,"The family estate, located directly on the Mosel River in Trier, has become home to the winery for over 50 years. Today, the family's 4th generation is keeping up with the tradition of offering its customers quality and value.The black cat from the Mosel river region. Crisp, yet fruity, with hints of citrus and melon....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Sebastiani Cabernet Sauvignon Alexander Valley,United States,Sonoma County,California,Alexander Valley,29.99,"Although Sebastiani traces their roots back to the late 1800s, the Sebastiani company’s biggest growth spurt occurred in the 1980s. The family built a large-volume, Central Valley-based portfolio of value brands, collectively called Turner Road Vintners, while continuing to produce its Sebastiani-labeled wines. Production of Turner Road Vintners brands reached 8 million cases a year. ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Cockburn Porto Special Reserve,Portugal,Douro - Porto,Duriense,Port Blend,18.99,"Cockburn's, one of the greatest names in Port, led the development of vineyards in Portugal's Upper Douro valley in the 19th and 20th centuries. The company is owned by the Symington family, Port producers for over 125 years.Medium dark ruby color, with a deep garnet edge. The blend has a clean aroma, showing maturity and finesse, with a hint of dried plums. Off dry to medium sweet, Special ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Allegrini Amarone della Valpolicella Classico,Italy,Valpolicella,Veneto,Corvina,79.99,"The Allegrini family has been handing down grape growing and wine producing traditions over many generations, playing a major role in the Valpolicella Classico area for many centuries. Giovanni Allegrini was the founder of the new generation: He was extremely proud to be part of the Valpolicella, and dedicated his many resources and energies to this land. He was among the first in questioning ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Whitehall Lane Sauvignon Blanc,United States,Napa County,California,Napa Valley,19.99,"Whitehall Lane is a small, family owned winery in Napa Valley's historic Rutherford appellation. Founded in 1979, the history of the soil cultivation at the winery dates back two centuries. In the mid 1800's, Napa Valley settlers were drawn to the deep, loamy soils and ideal climate, planting high quality grape vines at the Whitehall Lane Winery site.A tangy, refreshing wine with aromas of ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Diamond Creek Red Rock Terrace Cabernet Sauvignon,United States,na,California,Cabernet Sauvignon,349.99,"Red Rock Terrace, a warm microclimate, is 7 acres of north facing vineyard. The red tinted soil is high in iron content. The wine from Red Rock Terrace is the most accessible and earliest drinkable of all Diamond Creek's wines.

Red Rock Terrace has velvety tannins. The wine is rich and well balanced, medium dark ruby color with cherry, mint and black currant flavors....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Rombauer Napa Cabernet Sauvignon,United States,Napa County,California,Napa Valley,69.99,"Rombauer Vineyards was founded in 1982 by Koerner and Joan Rombauer and sits on a tree covered knoll overlooking the Napa Valley. The winery features caves that extend for over a mile into the hillside. The caves provide a constant temperature and humidity which result in optimum conditions for aging our wines. 
Rombauer wines are consistently ranked high in the wine trade journals. Many ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Far Niente Chardonnay,United States,Napa County,California,Napa Valley,69.99,"Far Niente was founded in 1885 by John Benson, a forty-niner of the California gold rush and uncle of the famous American impressionist painter, Winslow Homer. Benson hired architect Hamden McIntyre to design the building. 
Constructed against a hillside in western Oakville, Far Niente functioned as a gravity flow winery, gently moving the grapes through each stage of production.Nothing ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Baron Herzog Chenin Blanc,United States,na,California,Chenin Blanc,10.99,"The Baron Herzog brand is known for outstanding variety and value. With a history of reliable quality dating back to 1985, Baron Herzog wines offer something for every palate. They trace their winemaking origins back nine generations, to Phillip Herzog, who made wine in Slovakia for the Austro-Hungarian court more than a century ago. Phillip’s wines were so appreciated by Emperor Franz-Josef that ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Whitehall Lane Merlot,United States,Napa County,California,Napa Valley,31.99,"Whitehall Lane is a small, family owned winery in Napa Valley's historic Rutherford appellation. Founded in 1979, the history of the soil cultivation at the winery dates back two centuries. In the mid 1800's, Napa Valley settlers were drawn to the deep, loamy soils and ideal climate, planting high quality grape vines at the Whitehall Lane Winery siteThis appealing wine offers aromas of blackberry,",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Darenberg Darrys,Australia,na,California,"Grenache,Syrah",17.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Fre Chardonnay,United States,na,California,Chardonnay,6.99,"The history of Sutter Home Winery dates back to the late 1800's, when a Swiss-German immigrant named John Thomann established a small winery and distillery in the heart of California's Napa Valley. Although much has changed for the Trincheros and Sutter Home, the motto and philosophy originated by their father more than a half-century ago remains the same: ""A great product for a fair price."" ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Guigal St Joseph Rouge,France,na,Rhone,Chardonnay,33.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Château de Beaucastel Châteauneuf-Du-Pape 2018,France,na,Rhone,Red Rhone Blend,95.99,"The 2018 Chateau de Beaucastel red has an elegant deep ruby-red colour. The powerful and elegant nose offers superb notes of spices, cherries and cocoa. Elegantly and perfectly balanced, the mouth reveals a beautiful dense structure with fine tannins and complex aromas of red fruit such as blackcurrants and floral notes. The finish is very long and harmonious. A very sophisticated wine, signature ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
San Giuseppe Pinot Grigio,Italy,Veneto,Veneto,Pinot Gris,13.99,"With over 45 years at the forefront of the Italian wine industry, Frank Gentile, Master Blender and co-founder of Vintwood International LTD. and San Guiseppe Wines has played an influential role in how Americans drink Italian wine.
Vintwood International Ltd. was founded in 1989 by Robert Musorofiti and Frank Gentile. Previously, both men held executive positions with a major U.S. ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Veuve Clicquot Champagne Demi-Sec,France,na,Champagne,Champagne Blend,69.99,"Founded in 1772 by Philippe Clicquot-Muiron, Veuve Clicquot played an important role in establishing champagne as a favored drink of haute bourgeoisie and nobility throughout Europe. The 1811 comet vintage of Veuve Clicquot is theorized to have been the first truly ""modern"" Champagne due to the advancements in the méthode champenoise which Veuve Clicquot pioneered through the technique of remuage.",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Mer Soleil Chardonnay,United States,Central Coast,California,Chardonnay,38.99,"The Mer Soleil Vineyard is named for two natural forces that create its growing conditions: sea (mer) and sun (soleil). With plantings at two separate locations in the Santa Lucia Highlands appellation of Monterey County, Mer Soleil’s Chardonnay vines are nestled on east-facing lower slopes of the Sierra de Salinas range in what is one of the coolest, driest grape growing areas in California. ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Ferrari Carano Fume Blanc,United States,Sonoma County,California,Sauvignon Blanc,14.99,"In 1979, Don and Rhonda Carano purchased a single 60-acre parcel of land in Sonoma County's Alexander Valley. The parcel included a restored 1904 farmhouse, a barn and 30 acres of grapes. So began a twenty-five year mission to acquire premium vineyard properties throughout the county, because Don and Rhonda truly believed, and still do, that owning their own vineyards is the best way to ensure ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Leonard Kreusch Liebfraumilch,Germany,na,California,Non-Varietal White Blend,9.99,"The family estate, located directly on the Mosel River in Trier, has become home to the winery for over 50 years. Today, the family's 4th generation is keeping up with the tradition of offering its customers quality and value.Fresh and fruity, with a soft fragrant aroma....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Mason Sauvignon Blanc,United States,na,California,Sauvignon Blanc,16.99,"Mason Cellars was founded in Oakville, California in 1993 by Randy and Megan Mason. Family-owned and operated to this day, it is their vision to produce the highest quality wine possible, that is consumer friendly, and available to their customers at a fair market price. Their goal is to create wines that can be readily enjoyed and shared by family and friends. With over 35 years of winemaking in ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Turning Leaf Chardonnay,United States,na,California,Chardonnay,8.99,"Turning Leaf’s award-winning wines are changing what people expect from a wine. They take a hands-on approach, choosing top quality grapes from some of California's best winegrowing regions and guide the wines to develop soft, approachable flavors. The result is a collection of interesting and inviting wines.Rotisserie chicken, soft cheeses (like brie), Caesar salad, roasted turkey Panini, potato ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Bartenura Pinot Grigio,Italy,na,Veneto,Pinot Gris,15.99,"Ovadia ben Abraham of Bertinoro, near Forlì, was a rabbi and a commentator on the Mishnah, and was commonly known as ""The Bartenura."" Born in the second half of the 15th century in Italy, he was a pupil of Joseph ben Solomon Colon (known as the Maharik), and became rabbi in Bertinoro, a town in the province of Forlì whence he derived his by-name, and in Castello. 

This winery was named ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Penfolds Cab/Shir Bin 389,Australia,na,Veneto,Pinot Gris,75.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Marietta Cellars Old Vines Red,United States,na,California,Non-Varietal Red Blend,13.99,"The wines of Marietta Cellars are a personification of Chris Bilbro, his outlook on life, and his general lifestyle. No wine is complete on its own; pleasurable pursuits such as cooking, fishing, hunting, gardening, and entertaining add balance to wine, as they do to life.To this day, no wine gets bottled without Chris’ approval and no vineyard row goes more than a week without Chris riding his ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Gros Nore Bandol Rouge,France,Bandol,Provence,Mourvedre,47.99,"Alain Pascal could be a character pulled right out of a Marcel Pagnol novel—a kind of Provençal Hercules. Like his father, Honoré, for whom the domaine is named, Alain is a strong, husky man with hands the size of bear claws. That he is a former boxer and an avid hunter should be no surprise, yet his physique matches both his spirit and his wine—this gentle giant and his cuvées are all heart. For ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Columbia Crest Two Vines Chardonnay,United States,Columbia Valley,Washington,Chardonnay,15.99,"At Columbia Crest we pride ourselves on delivering handcrafted, superior-quality small-lot wines, as well as affordable everyday Washington wines. Our first release in 1984 started a tradition that has established us as one of America’s most popular and fast-growing wineries.This lighter style Chardonnay opens with aromas of fresh spiced peaches and honeysuckle. Lively fruit flavors are accented ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Graham's Port Six Grapes Reserve,Portugal,Douro - Porto,Duriense,Port Blend,59.99,"The firm of W & J Graham & Co has its roots in a Glasgow-based textile concern. In 1820 the brothers William and John Graham, who were then managing the company office in Oporto, accepted 27 pipes of Port wine in settlement of a bad debt. This Port was shipped to the parent company in Glasgow which initially reprimanded the brothers for not sending cash. Fortunately however, after it was sold the ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Krug Champagne Brut Grande Cuvee,France,na,Champagne,Champagne Blend,249.99,"In 1848, his son still being too young to take over the Champagne House, Joseph Krug consigned the founding principles of the House to posterity in a deep cherry-red notebook. The notebook symbolises the act of recollection, but it also and above all represents the generous legacy made by a visionary to his family and to Champagne itself. It is a unique token that is now presented to guests at ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Penfolds Shiraz Bin 28 Kalimna,Australia,na,South Australia,Syrah,37.99,"Penfolds was founded in 1844 by Dr. Rawson Penfold at Magill in South Australia. Today, Penfolds is one of the largest exporters of Australian wine and part of one of the largest wine companies in Australia. It produces a wide range of wines, the best known being the renowned Grange. From humble beginnings in the 1950s, Grange has maintained its place as Australia's most prestigious red wine over ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Penfolds Bin Henri,Australia,na,South Australia,Syrah,94.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Penner Ash Pinot Noir,United States,Willamette Valley,Oregon,Syrah,45.99,"Penner-Ash Wine Cellar’s Willamette Valley Pinot Noir showcases the distinguishing textures, flavor profiles and terroir of the region, with beautiful elegance and balance. Since its inaugural vintage in 1998, founding winemaker Lynn Penner-Ash has drawn upon longstanding relationships with grower neighbors and friends, to source fruit from the Willamette Valley’s most distinguished vineyards. ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Peter Michael Ma Belle Chardonnay,United States,na,California,Chardonnay,127.99,"Peter Michael Winery needs no introduction. Year after year their exquisite, artisan releases bring pleasure to people all over the world, and it all started in 1982 when Sir Peter Michael founded the winery on a square mile of rocky volcanic ridges on the western face of Mount St. Helena. From the beginning, the philosophy was modeled on French winemaking tradition and governed by three ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Rombauer Chardonnay,United States,na,California,Chardonnay,21.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Chateau Ste. Michelle Chardonnay Cold Creek Vineyard,United States,Columbia Valley,Washington,Chardonnay,25.99,"Founded in 1934, Chateau Ste. Michelle is the oldest winery in Washington with some of the most mature vineyards in the Columbia Valley. The winery combines Old World winemaking with New World innovation and is best known for its award-winning Riesling, Chardonnay, Merlot and Cabernet Sauvignon. 

Chateau Ste. Michelle receives some of the highest accolades in the industry, including ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Chateau Ste Michelle Harvest Select Riesling,United States,Columbia Valley,Washington,Riesling,13.99,"Chateau Ste. Michelle is one of the few premium wineries in the world with two state-of-the-art wineries, one devoted to whites and another to reds. This dedicated approach to winemaking allows winemaker Bob Bertheau to build winemaking programs to the unique specifications of red and white wines. While all of Chateau Ste. Michelle's vineyards are located on the east side of the Cascade Mountains ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
St. Supery Sauvignon Blanc,United States,Napa County,California,Napa Valley,20.99,"After many visits, a successful French businessman, Robert Skalli, and his family were convinced that their business acumen developed through years in the European food industry could be translated effectively into an investment in California vineyards and a winery. The family chose to invest not just in the proven viticultural area of Napa Valley, but to set themselves apart by following the ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Yellow Tail Shiraz,Australia,na,California,Syrah,15.99,"It all started in 1820, when the first Casellas planted some vines in the Italian countryside. Two things sprouted shortly thereafter: a cluster of grapes, and a family passion that would last 188 years and counting. 

Fast forward to 1957. Filippo and Maria Casella were keeping the business alive in Italy, when they decided to pack up and move to Australia. However far away, they ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Zenato Amarone della Valpolicella Classico,Italy,Amarone della Valpolicella,Veneto,Red Italian Blend,62.99,"Zenato is a company that possesses a strong link to the richness of its local history and culture, and continues to develop this connection today. The estate is based in a territory that surrounds Lake Garda, an area with an extraordinary microclimate that allows for an optimal growing season. The Zenato family is passionate in their dedication, vigorous research and innovation which translates ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Domaine Duroché Gevrey-Chambertin 2018,France,na,Burgundy,Red Italian Blend,75.99,"Medium intensity with an aroma of florals and hay. Super elegant, nice tannins, with cherry and raspberry and a long finish.""The 2018 Gevrey-Chambertin Village has a slightly rustic, ferrous bouquet that needs to knit together during the remainder of its élevage. The palate conveys satisfying sapidity and steely tannins. The taut, brisk, stony finish disguises the warmth of the growing season. ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Frog's Leap Chardonnay,United States,Napa County,California,Napa Valley,34.99,"Frog's Leap is an iconic California winery dedicated to organic farming, sustainable living and quality wines. Situated in the Rutherford appellation of Napa Valley, Frog’s Leap produces wine under the leadership of John Williams, a former dairy farmer from New York who created the winery in 1981.
John Williams grew up in Western New York and originally attended Cornell University to ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Shafer Firebreak,United States,Napa County,California,Stags Leap District,134.99,"A benchmark producer in the Napa Valley, Shafer Vineyards traces its beginnings to 1972 when John Shafer left a 23-year career in the publishing industry to pursue a second career in wine. After purchasing a 210-acre estate in the famed Stags Leap District, the Shafer family faced the arduous task of replanting the existing vineyards, which dated back to the 1920s.
Evolving from grape ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Dow's Porto Vintage,Portugal,Douro - Porto,Duriense,Port Blend,159.99,"Dow's has been producing top Ports for over two centuries. One of the first companies to establish its own vineyards, Dow's acquired Senhora da Ribeira, located in the remote Upper Douro, in 1890 and Bomfim, which lies in the heart of Alto Douro, in 1896. Their respective wines, Ribeira with its soft fruit and violet aromas, and Bomfim with its concentrated intensity, provide the backbone to the ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Sandeman Madeira Rainwater,Portugal,Madeira - Madeirense,Terras Madeirenses,Madeira Blend,17.99,"The House of Sandeman was founded in London in 1790 by George Sandeman, a determined young Scotsman. From a modest start two hundred years ago as a wine merchant in the City of London, to today's impressive lodges in Oporto and bodegas in Jerez, and the world's best known brand of Port and Sherry, there has been a continuous commitment to quality. The growth of Sandeman Port and Sherries over two ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Warre's Port Finest Reserve Warrior,Portugal,Douro - Porto,Duriense,Port Blend,18.99,"Warre's, founded in 1670, was the first British Port company established in Portugal and therefore the pioneer of a great tradition; its history is synonymous with that of Port itself. Warre's Ports are distinguished for their structure, power and softly perfumed nose. They have a particularly fresh and elegant style. Warre's premium wines are sourced from Quinta da Cavadinha and Quinta do Retiro ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Zenato Valpolicella Superiore Ripassa,Italy,Valpolicella,Veneto,Red Italian Blend,29.99,"Zenato is a company that possesses a strong link to the richness of its local history and culture, and continues to develop this connection today. The estate is based in a territory that surrounds Lake Garda, an area with an extraordinary microclimate that allows for an optimal growing season. The Zenato family is passionate in their dedication, vigorous research and innovation which translates ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Rodney Strong Chardonnay Estate Chalk Hill,United States,Sonoma County,California,Chalk Hill,21.99,"Rodney Strong was one of the pioneers of Sonoma County’s modern wine industry, an acknowledged visionary who understood the potential that Sonoma’s soil and climate held for producing world-class wines. A successful dancer before retiring and turning to his second love, winemaking, Rodney Strong established Sonoma County’s 13th bonded winery in 1959. 

Rodney Strong Vineyards grows and ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Les Pallieres Gigondas Racines,France,na,Rhone,Chalk Hill,37.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Naia Rueda,Spain,Rueda,Castilla Y Leon,Verdejo,14.99,"This winery is a homage to its superb old Verdejo vines, which are planted using the traditional gobelet system. Situated on the left bank of the river Duero, the winery dedicates itself to the creation of truly great white wines, showing the greatest respect for its vineyards, planted nearly three decades ago near La Seca, an area considered to play host to some of the best vineyards in the ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Cave L'Aurance Pouilly Fuisse,France,Maconnais,Burgundy,Pouilly Fuisse,29.99,"As you explore deeper into the Maconnais district of Southern Burgundy, you arrive at the two famed villages of Pouilly and Fuissé. The two combine forces to produce the most sought after Chardonnay in the Macon, Pouilly Fuissé. Generally the wines from Pouilly Fuisse are richer than the style from Macon-Village, and can be aged to appreciate their full potential.The Cave L'Aurance Pouilly Fuisse ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Arbor Mist White Zinfandel Exotic Fruits,United States,na,New York,Zinfandel,8.99,"Arbor Mist is one of America’s favorite bands. The carefully blend crisp and light varietals with fruit flavors to create a light, crisp, fruity and refreshing treat! Amazing combinations of your favorite wine and your favorite fruits! What could be better?Classical White Zinfandel meets tangy raspberry, lime, and plum....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Frey Vineyards Natural Red Organic,United States,na,California,Non-Varietal Red Blend,9.99,"Frey is America’s largest and oldest organic vineyard. Family-owned and operated, today Frey has the third generation helping with the production of fine organic wines in a tradition of sustainability that started 30 years ago. The vineyards and winery are nestled on the slopes of the Redwood Valley A.V.A. (American Viticultural Area) in Mendocino County, California, at the headwaters of the ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Lustau Sherry Amontillado Solera Familiar Los Arcos,Spain,Manzanilla Sanlucar de Barrame,Jerez - Xeres - Sherry,"Palomino,Pedro Ximenez",17.99,"What is now Emilio Lustau SA was founded in 1896 by Don José Ruiz-Berdejo. It was a modest beginning: Don José cultivated the vines of his estate of Nuestra Señora de la Esperanza on the outskirts of Jerez de la Frontera, stored the wines in his vineyard house and later sold them to one of the big exporting bodegas. He was, in fact, an Almacenista. In the 1940s, his son-in-law Don Emilio Lustau ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Remizieres Hermitage Emilie,France,na,Rhone,"Palomino,Pedro Ximenez",79.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Sterling Vineyards Meritage Vintner's Collection,United States,Central Coast,California,Non-Varietal Red Blend,14.99,"Sterling Vineyards sources wines of exceptional quality from the staggering slopes of Diamond Mountain Ranch, the flat valley floor of Three Palms Vineyard, and many other diverse terroirs throughout Napa Valley and other select California regions. The Sterling Vineyards winemaking team believes that our wines should express true varietal character. We craft each wine with this in mind, choosing ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Raymond Generations Cabernet Sauvignon,United States,na,California,Cabernet Sauvignon,149.99,"Raymond Vineyards traces its roots through five generations of winemakers, and after thirty-five years of running the Beringer Winery, Roy Raymond Sr. together with his sons Walter and Roy Jr., decided that it was their time to put their family name on the bottle. The Raymond's quickly earned acclaim for their elegant wines that show a beautiful balance of finesse, power and complexity. 
sales. ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Clos du Bois Pinot Noir,United States,Sonoma County,California,Pinot Noir,13.99,"After traveling France’s wine regions, Clos du Bois founder Frank Woods returned home inspired to marry the elegant French style of winemaking with his vibrant California fruit. Decades later, they continue to embrace his artisanal winemaking philosophy, earning a devoted following among those who love refined, approachable wines.
Clos du Bois farms almost 800 acres in the vibrantly ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Columbia Crest Two Vines Merlot-Cabernet,United States,na,Washington,"Cabernet Sauvignon,Merlot",15.99,"At Columbia Crest we pride ourselves on delivering handcrafted, superior-quality small-lot wines, as well as affordable everyday Washington wines. Our first release in 1984 started a tradition that has established us as one of America’s most popular and fast-growing wineries.Inviting, aromatic layers of sweet cherry and black fruit are wrapped around a core of toffee and vanilla notes on the ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Thelema Cab Sauv,South Africa,na,Washington,Cabernet Sauvignon,33.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Chateau Ducru Beaucaillou 2010,France,na,Bordeaux,Bordeaux Blend,399.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Decoy Migration Red,United States,na,California,Bordeaux Blend,21.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Latour Pouilly Fuisse,France,na,Burgundy,Bordeaux Blend,16.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Morgan Sauvignon Blanc,United States,Monterey County,California,Sauvignon Blanc,16.99,"Morgan Winery was founded in 1982 by Dan and Donna Lee,and is committed to making elegant, refined wines from the finest Santa Lucia Highlands and Monterey vineyards. The Winery is located in Salinas, where traditional winemaking techniques, combined with modern technology, allow Morgan to bottle wines that are distinct examples of the winegrowing regions from which the fruit comes, as well as ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Scavino Barolo,Italy,na,Piedmont,Sauvignon Blanc,46.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Colosi Sicilia Rosso,Italy,na,Sicily,Non-Varietal Red Blend,9.99,"
Those at Cantine Colosi have been working in the wine field for three generations. The bottling cellar is in Sicily, located in Giammoro (Messina). It is run by the oenologist Piero Colosi, who with the precious contribution of his father Pietro follows the various stages of wine-making, from vinification to refinement and from bottling to marketing both in Italy and abroad. 

The ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Louis M. Martini Napa Valley Cabernet Sauvignon,United States,Napa County,California,Napa Valley,41.99,"When he opened his Napa Valley winery in 1933, Louis M. Martini was a colorful, energetic young man who believed that the best wine could only be made from the best grapes. To grow those grapes, he needed the best vineyard land he could find. He found that land in Napa and Sonoma counties. He said ""my heart is in Napa, but my soul is in Sonoma,"" and he put both heart and soul into his wines. ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Taylor Fladgate Porto 20 Year Old Tawny,Portugal,Douro - Porto,Duriense,Port Blend,49.99,"Taylor's is now into its fourth century: one of the very oldest of the Port companies. It is the last totally independent company of the original British Port houses-and is still family owned and managed. It is run today from Oporto by descendants of the Yeatman and Fladgate families, both of which have been partners in the firm since the 1830s. For more than 300 years Taylor's name has been ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Kracher Beerenauslese,Austria,Burgenland,Weinland,Neusiedlersee,41.99,na,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Kaesler Shiraz Stonehorse 2017,Australia,Barossa,South Australia,Barossa Valley,30.99,"Kaesler is a privately owned wine company that produces estate grown wines from vineyards as old as 1893. The Kaesler family were pioneers who settled in the Barossa Valley in the 1840's. In 1891 they bought a parcel of land and in 1893 planted their first vines. Today Kaesler wines are made from these ancient, dry grown vineyards, by the third owners of this magnificent property.

A full ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Ojai Bien Nacido Chardonnay,United States,na,California,Chardonnay,31.99,"
Adam Tolmach went to UC Davis and studied viticulture and enology, and after graduating in 1976 he settled down on the property his grandfather bought in the Ojai Valley in 1933 to farm sweet corn and melons, selling them at a roadside stand. After two years of this satisfying, yet difficult and nearly profitless work he sought employment in his field of study. 


Adam had planted ... click for more details
Sku: 30756  
",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Matua Valley Pinot Noir,New Zealand,na,Marlborough,Pinot Noir,13.99,"While Bill and Ross Spence were the sons of a winemaking father, but decided not to follow his winemaking path. They began in a ragged tin shed in West Auckland, in 1974. The wines they released from that first vintage immediately placed them amongst the leading group of innovative winemakers. Chardonnay and Gamay Teinturier were not common varieties in New Zealand at that time, and it was the ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Zenato Lugana,Italy,na,Veneto,Trebbiano,16.99,"Zenato is a company that possesses a strong link to the richness of its local history and culture, and continues to develop this connection today. The estate is based in a territory that surrounds Lake Garda, an area with an extraordinary microclimate that allows for an optimal growing season. The Zenato family is passionate in their dedication, vigorous research and innovation which translates ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
Bodega Numanthia Termes Toro Termes,Spain,Toro,Castilla Y Leon,Tempranillo,23.99,"Numanthia is located in the Toro region of Spain. Its four vineyards are located along the south bank of the Duero River. 

The wine is named after a legendary Spanish city that was destroyed (after 20 yrs of resistance) by Roman legions. It is to Spain what the hilltop village of Masada is to Israel: a monument of history. Its 40 hectares of land are covered with an abundance of ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
